Beverage,Size,Beverage Category,Milk,Whip,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugar (g),Protein (g),Vitamin A (%DV),Vitamin C (%DV),Calcium (%DV),Iron (%DV),Caffeine (mg),hot_cold,Vegan
Caffè Mocha,Venti®,Espresso,Soy,Whip,591 mL,400,16.0,7.0,0.2,25,150,48,6,35,15.0,0.25,0.0,0.45,0.6,185.0,hot,Vegan
Caffè Mocha,Venti®,Espresso,Coconut,No Whip,591 mL,320,12.0,10.0,0.0,0,170,48,5,38,5.0,0.0,0.0,0.02,0.4,185.0,hot,Vegan
Caffè Mocha,Venti®,Espresso,Coconut,Whip,591 mL,390,19.0,15.0,0.2,25,180,50,5,40,5.0,0.08,0.0,0.04,0.4,185.0,hot,Vegan
Iced Caffè Mocha,Tall,Espresso,Nonfat,No Whip,354 mL,150,2.0,1.0,0.0,5,65,27,3,22,7.0,0.08,0.0,0.15,0.25,95.0,cold,Non Vegan
Iced Caffè Mocha,Tall,Espresso,Nonfat,Whip,354 mL,240,10.0,6.0,0.2,30,75,30,3,23,7.0,0.15,0.0,0.2,0.25,95.0,cold,Non Vegan
Iced Caffè Mocha,Tall,Espresso,Whole,No Whip,354 mL,180,4.5,3.0,0.1,10,70,27,3,21,7.0,0.08,0.0,0.15,0.25,95.0,cold,Non Vegan
Iced Caffè Mocha,Tall,Espresso,Whole,Whip,354 mL,260,12.0,8.0,0.4,40,80,29,3,23,7.0,0.15,0.0,0.2,0.25,95.0,cold,Non Vegan
Iced Caffè Mocha,Tall,Espresso,Whole,No Whip,354 mL,190,6.0,3.5,0.1,15,65,27,3,21,7.0,0.06,0.0,0.15,0.25,95.0,cold,Non Vegan
Iced Caffè Mocha,Tall,Espresso,Whole,Whip,354 mL,270,14.0,9.0,0.4,45,75,29,3,23,7.0,0.15,0.0,0.15,0.25,95.0,cold,Non Vegan
Iced Caffè Mocha,Tall,Espresso,Soy,No Whip,354 mL,160,4.0,1.5,0.0,0,60,25,3,18,6.0,0.06,0.0,0.15,0.3,95.0,cold,Vegan
Iced Caffè Mocha,Tall,Espresso,Soy,Whip,354 mL,240,12.0,6.0,0.2,30,65,27,3,20,7.0,0.15,0.0,0.2,0.3,95.0,cold,Vegan
Iced Caffè Mocha,Tall,Espresso,Coconut,No Whip,354 mL,150,5.0,4.0,0.0,0,65,25,3,19,3.0,0.0,0.0,0.02,0.25,95.0,cold,Vegan
Iced Caffè Mocha,Tall,Espresso,Coconut,Whip,354 mL,240,13.0,9.0,0.2,30,70,27,3,22,3.0,0.1,0.0,0.02,0.25,95.0,cold,Vegan
Iced Caffè Mocha,Grande,Espresso,Nonfat,No Whip,473 mL,200,2.5,1.5,0.0,5,80,36,4,28,9.0,0.1,0.0,0.2,0.35,175.0,cold,Non Vegan
Iced Caffè Mocha,Grande,Espresso,Nonfat,Whip,473 mL,320,14.0,8.0,0.3,45,90,40,4,30,10.0,0.25,0.0,0.25,0.35,175.0,cold,Non Vegan
Iced Caffè Mocha,Grande,Espresso,Whole,No Whip,473 mL,230,6.0,3.5,0.1,15,90,36,4,28,9.0,0.1,0.0,0.2,0.35,175.0,cold,Non Vegan
Iced Caffè Mocha,Grande,Espresso,Whole,Whip,473 mL,350,17.0,11.0,0.5,55,100,39,4,30,10.0,0.2,0.0,0.2,0.35,175.0,cold,Non Vegan
Iced Caffè Mocha,Grande,Espresso,Whole,No Whip,473 mL,250,8.0,4.5,0.2,15,80,36,4,28,9.0,0.08,0.0,0.2,0.35,175.0,cold,Non Vegan
Iced Caffè Mocha,Grande,Espresso,Whole,Whip,473 mL,360,19.0,12.0,0.5,60,95,39,4,30,9.0,0.2,0.0,0.2,0.35,175.0,cold,Non Vegan
Iced Caffè Mocha,Grande,Espresso,Soy,No Whip,473 mL,210,5.0,2.0,0.0,0,75,33,5,24,8.0,0.06,0.0,0.2,0.4,175.0,cold,Vegan
Iced Caffè Mocha,Grande,Espresso,Soy,Whip,473 mL,330,16.0,9.0,0.3,40,85,37,5,26,9.0,0.2,0.0,0.25,0.4,175.0,cold,Vegan
Iced Caffè Mocha,Grande,Espresso,Coconut,No Whip,473 mL,210,6.0,5.0,0.0,0,80,34,4,26,4.0,0.0,0.0,0.02,0.35,175.0,cold,Vegan
Iced Caffè Mocha,Grande,Espresso,Coconut,Whip,473 mL,320,18.0,12.0,0.3,40,95,37,4,29,4.0,0.15,0.0,0.04,0.35,175.0,cold,Vegan
Iced Caffè Mocha,Venti®,Espresso,Nonfat,No Whip,709 mL,300,3.5,2.5,0.0,5,110,53,6,41,13.0,0.15,0.0,0.3,0.5,265.0,cold,Non Vegan
Iced Caffè Mocha,Venti®,Espresso,Nonfat,Whip,709 mL,410,15.0,9.0,0.3,45,120,57,6,43,14.0,0.25,0.0,0.3,0.5,265.0,cold,Non Vegan
Iced Caffè Mocha,Venti®,Espresso,Whole,No Whip,709 mL,340,8.0,5.0,0.2,20,120,53,6,41,13.0,0.15,0.0,0.3,0.5,265.0,cold,Non Vegan
Iced Caffè Mocha,Venti®,Espresso,Whole,Whip,709 mL,450,19.0,12.0,0.5,60,130,56,6,43,13.0,0.25,0.02,0.3,0.5,265.0,cold,Non Vegan
Iced Caffè Mocha,Venti®,Espresso,Whole,No Whip,709 mL,360,11.0,6.0,0.2,25,110,53,6,41,12.0,0.1,0.0,0.25,0.5,265.0,cold,Non Vegan
Iced Caffè Mocha,Venti®,Espresso,Whole,Whip,709 mL,470,22.0,13.0,0.5,65,125,56,6,43,13.0,0.25,0.0,0.3,0.5,265.0,cold,Non Vegan
Iced Caffè Mocha,Venti®,Espresso,Soy,No Whip,709 mL,310,7.0,2.5,0.0,0,100,49,7,35,12.0,0.1,0.0,0.3,0.6,265.0,cold,Vegan
Iced Caffè Mocha,Venti®,Espresso,Soy,Whip,709 mL,430,18.0,10.0,0.3,40,110,53,7,37,12.0,0.2,0.0,0.3,0.6,265.0,cold,Vegan
Iced Caffè Mocha,Venti®,Espresso,Coconut,No Whip,709 mL,300,9.0,7.0,0.0,0,115,50,6,38,5.0,0.0,0.0,0.04,0.5,265.0,cold,Vegan
Iced Caffè Mocha,Venti®,Espresso,Coconut,Whip,709 mL,420,20.0,14.0,0.3,40,125,53,6,41,6.0,0.15,0.0,0.06,0.5,265.0,cold,Vegan
Cappuccino,Short,Espresso,Nonfat,,236 mL,50,0.1,0.1,0.0,5,60,8,0,7,5.0,0.08,0.0,0.15,0.0,75.0,hot,Non Vegan
Cappuccino,Short,Espresso,Whole,,236 mL,80,3.0,1.5,0.1,10,70,8,0,7,5.0,0.08,0.0,0.15,0.0,75.0,hot,Non Vegan
Cappuccino,Short,Espresso,Whole,,236 mL,90,4.5,2.5,0.1,15,60,8,0,7,5.0,0.06,0.0,0.15,0.0,75.0,hot,Non Vegan
Cappuccino,Short,Espresso,Soy,,236 mL,50,1.5,0.2,0.0,0,40,4,0,3,3.0,0.04,0.0,0.1,0.06,75.0,hot,Vegan
Cappuccino,Short,Espresso,Coconut,,236 mL,70,4.0,4.0,0.0,0,75,7,0,6,1.0,0.0,0.0,0.0,0.0,75.0,hot,Vegan
Cappuccino,Tall,Espresso,Nonfat,,354 mL,60,0.1,0.1,0.0,5,70,9,0,8,6.0,0.1,0.0,0.2,0.0,75.0,hot,Non Vegan
Cappuccino,Tall,Espresso,Whole,,354 mL,90,3.5,1.5,0.1,15,80,9,0,8,6.0,0.1,0.0,0.2,0.0,75.0,hot,Non Vegan
Cappuccino,Tall,Espresso,Whole,,354 mL,110,6.0,3.0,0.2,15,75,9,0,8,6.0,0.08,0.0,0.2,0.0,75.0,hot,Non Vegan
Cappuccino,Tall,Espresso,Soy,,354 mL,70,3.0,0.4,0.0,0,65,7,1,4,5.0,0.06,0.0,0.2,0.08,75.0,hot,Vegan
Cappuccino,Tall,Espresso,Coconut,,354 mL,100,6.0,6.0,0.0,0,115,11,0,9,1.0,0.0,0.0,0.0,0.0,75.0,hot,Vegan
Cappuccino,Grande,Espresso,Nonfat,,473 mL,80,0.2,0.1,0.0,5,90,12,0,10,8.0,0.15,0.0,0.25,0.0,150.0,hot,Non Vegan
Cappuccino,Grande,Espresso,Whole,,473 mL,120,4.0,2.0,0.1,15,100,12,0,10,8.0,0.1,0.0,0.25,0.0,150.0,hot,Non Vegan
Cappuccino,Grande,Espresso,Whole,,473 mL,140,7.0,4.0,0.2,20,90,12,0,10,7.0,0.1,0.0,0.2,0.0,150.0,hot,Non Vegan
Cappuccino,Grande,Espresso,Soy,,473 mL,100,3.5,0.4,0.0,0,80,9,1,5,7.0,0.08,0.0,0.25,0.1,150.0,hot,Vegan
Cappuccino,Grande,Espresso,Coconut,,473 mL,130,8.0,8.0,0.0,0,150,14,0,12,1.0,0.0,0.0,0.0,0.0,150.0,hot,Vegan
Cappuccino,Venti®,Espresso,Nonfat,,591 mL,110,0.2,0.2,0.0,5,120,16,0,14,10.0,0.2,0.0,0.3,0.0,150.0,hot,Non Vegan
Cappuccino,Venti®,Espresso,Whole,,591 mL,150,6.0,3.0,0.2,25,135,16,0,14,10.0,0.15,0.0,0.3,0.0,150.0,hot,Non Vegan
Cappuccino,Venti®,Espresso,Whole,,591 mL,190,9.0,5.0,0.3,30,125,16,0,14,10.0,0.15,0.0,0.3,0.0,150.0,hot,Non Vegan
Cappuccino,Venti®,Espresso,Soy,,591 mL,120,4.5,0.5,0.0,0,110,11,1,7,9.0,0.1,0.0,0.35,0.15,150.0,hot,Vegan
Cappuccino,Venti®,Espresso,Coconut,,591 mL,170,10.0,10.0,0.0,0,190,18,0,15,2.0,0.0,0.0,0.0,0.0,150.0,hot,Vegan
Caramel Macchiato,Short,Espresso,Nonfat,,236 mL,100,1.0,0.5,0.0,5,70,16,0,15,5.0,0.1,0.0,0.15,0.0,75.0,hot,Non Vegan
Caramel Macchiato,Short,Espresso,Whole,,236 mL,120,4.0,2.5,0.1,15,80,16,0,15,5.0,0.1,0.0,0.15,0.0,75.0,hot,Non Vegan
Caramel Macchiato,Short,Espresso,Whole,,236 mL,140,6.0,3.5,0.1,20,70,16,0,15,5.0,0.08,0.0,0.15,0.0,75.0,hot,Non Vegan
Caramel Macchiato,Short,Espresso,Soy,,236 mL,100,3.0,1.0,0.0,0,60,14,1,11,4.0,0.06,0.0,0.15,0.08,75.0,hot,Vegan
Caramel Macchiato,Short,Espresso,Coconut,,236 mL,100,4.0,3.5,0.0,0,70,14,0,13,1.0,0.0,0.0,0.0,0.0,75.0,hot,Vegan
Caramel Macchiato,Tall,Espresso,Nonfat,,354 mL,150,1.5,1.0,0.0,10,105,27,0,25,8.0,0.15,0.0,0.25,0.0,75.0,hot,Non Vegan
Caramel Macchiato,Tall,Espresso,Whole,,354 mL,190,6.0,3.5,0.2,20,120,26,0,25,8.0,0.15,0.0,0.25,0.0,75.0,hot,Non Vegan
Caramel Macchiato,Tall,Espresso,Whole,,354 mL,210,9.0,5.0,0.2,25,110,26,0,25,8.0,0.1,0.0,0.25,0.0,75.0,hot,Non Vegan
Caramel Macchiato,Tall,Espresso,Soy,,354 mL,160,4.5,1.0,0.0,5,95,22,1,19,6.0,0.1,0.0,0.25,0.1,75.0,hot,Vegan
Caramel Macchiato,Tall,Espresso,Coconut,,354 mL,150,6.0,6.0,0.0,5,105,23,0,21,1.0,0.02,0.0,0.0,0.0,75.0,hot,Vegan
Caramel Macchiato,Grande,Espresso,Nonfat,,473 mL,200,1.5,1.0,0.0,10,135,36,0,34,11.0,0.2,0.0,0.35,0.0,150.0,hot,Non Vegan
Caramel Macchiato,Grande,Espresso,Whole,,473 mL,250,7.0,4.5,0.2,25,150,35,0,33,10.0,0.2,0.02,0.3,0.0,150.0,hot,Non Vegan
Caramel Macchiato,Grande,Espresso,Whole,,473 mL,280,11.0,6.0,0.3,35,140,35,0,33,10.0,0.15,0.0,0.3,0.0,150.0,hot,Non Vegan
Caramel Macchiato,Grande,Espresso,Soy,,473 mL,210,6.0,1.5,0.0,5,120,30,1,26,9.0,0.15,0.0,0.35,0.15,150.0,hot,Vegan
Caramel Macchiato,Grande,Espresso,Coconut,,473 mL,200,8.0,7.0,0.0,5,130,32,0,29,1.0,0.02,0.0,0.0,0.0,150.0,hot,Vegan
Caramel Macchiato,Venti®,Espresso,Nonfat,,591 mL,250,1.5,1.0,0.0,10,170,45,0,42,13.0,0.25,0.0,0.4,0.0,150.0,hot,Non Vegan
Caramel Macchiato,Venti®,Espresso,Whole,,591 mL,310,9.0,6.0,0.3,35,190,44,0,42,13.0,0.2,0.02,0.4,0.0,150.0,hot,Non Vegan
Caramel Macchiato,Venti®,Espresso,Whole,,591 mL,350,13.0,8.0,0.4,40,170,44,0,42,12.0,0.2,0.0,0.4,0.0,150.0,hot,Non Vegan
Caramel Macchiato,Venti®,Espresso,Soy,,591 mL,260,7.0,1.5,0.0,5,150,38,1,33,11.0,0.15,0.0,0.4,0.2,150.0,hot,Vegan
Caramel Macchiato,Venti®,Espresso,Coconut,,591 mL,250,10.0,9.0,0.0,5,170,39,0,36,1.0,0.02,0.0,0.0,0.0,150.0,hot,Vegan
Iced Caramel Macchiato,Tall,Espresso,Nonfat,,354 mL,140,1.5,1.0,0.0,10,100,26,0,24,7.0,0.15,0.0,0.25,0.0,75.0,cold,Non Vegan
Iced Caramel Macchiato,Tall,Espresso,Whole,,354 mL,180,5.0,3.5,0.2,20,110,26,0,24,7.0,0.1,0.0,0.2,0.0,75.0,cold,Non Vegan
Iced Caramel Macchiato,Tall,Espresso,Whole,,354 mL,200,8.0,4.5,0.2,25,100,26,0,24,7.0,0.1,0.0,0.2,0.0,75.0,cold,Non Vegan
Iced Caramel Macchiato,Tall,Espresso,Soy,,354 mL,160,4.5,1.5,0.0,5,90,22,1,19,6.0,0.1,0.0,0.25,0.1,75.0,cold,Vegan
Iced Caramel Macchiato,Tall,Espresso,Coconut,,354 mL,140,6.0,5.0,0.0,5,95,23,0,21,1.0,0.02,0.0,0.0,0.0,75.0,cold,Vegan
Iced Caramel Macchiato,Grande,Espresso,Nonfat,,473 mL,210,2.0,1.5,0.0,10,135,37,0,35,10.0,0.2,0.0,0.3,0.0,150.0,cold,Non Vegan
Iced Caramel Macchiato,Grande,Espresso,Whole,,473 mL,250,7.0,4.5,0.2,25,150,37,0,34,10.0,0.15,0.0,0.3,0.0,150.0,cold,Non Vegan
Iced Caramel Macchiato,Grande,Espresso,Whole,,473 mL,280,11.0,6.0,0.3,35,140,37,0,34,9.0,0.15,0.0,0.3,0.0,150.0,cold,Non Vegan
Iced Caramel Macchiato,Grande,Espresso,Soy,,473 mL,220,6.0,2.0,0.0,5,125,32,1,28,8.0,0.15,0.0,0.3,0.15,150.0,cold,Vegan
Iced Caramel Macchiato,Grande,Espresso,Coconut,,473 mL,210,8.0,7.0,0.0,5,130,33,0,30,1.0,0.02,0.0,0.02,0.0,150.0,cold,Vegan
Iced Caramel Macchiato,Venti®,Espresso,Nonfat,,709 mL,290,2.5,1.5,0.0,15,180,53,0,50,14.0,0.25,0.0,0.45,0.0,225.0,cold,Non Vegan
Iced Caramel Macchiato,Venti®,Espresso,Whole,,709 mL,350,9.0,6.0,0.3,35,200,53,0,49,13.0,0.25,0.02,0.4,0.0,225.0,cold,Non Vegan
Iced Caramel Macchiato,Venti®,Espresso,Whole,,709 mL,390,14.0,8.0,0.4,45,190,53,0,49,13.0,0.2,0.0,0.4,0.0,225.0,cold,Non Vegan
Iced Caramel Macchiato,Venti®,Espresso,Soy,,709 mL,310,8.0,2.0,0.0,5,170,47,1,40,11.0,0.15,0.0,0.45,0.2,225.0,cold,Vegan
Iced Caramel Macchiato,Venti®,Espresso,Coconut,,709 mL,290,10.0,9.0,0.0,5,170,47,0,43,2.0,0.02,0.0,0.02,0.0,225.0,cold,Vegan
Cinnamon Dolce Latte,Short,Espresso,Nonfat,No Whip,236 mL,100,0.1,0.1,0.0,5,70,20,0,19,6.0,0.1,0.0,0.2,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Short,Espresso,Nonfat,Whip,236 mL,160,5.0,3.5,0.2,20,75,22,0,21,6.0,0.15,0.0,0.2,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Short,Espresso,Whole,No Whip,236 mL,130,3.0,1.5,0.1,15,75,20,0,19,6.0,0.08,0.0,0.15,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Short,Espresso,Whole,Whip,236 mL,180,8.0,5.0,0.2,30,80,22,0,20,6.0,0.15,0.0,0.2,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Short,Espresso,Whole,No Whip,236 mL,150,5.0,3.0,0.2,15,70,20,0,19,5.0,0.08,0.0,0.15,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Short,Espresso,Whole,Whip,236 mL,200,10.0,6.0,0.3,35,75,22,0,20,6.0,0.15,0.0,0.15,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Short,Espresso,Soy,No Whip,236 mL,110,2.5,0.3,0.0,0,60,17,1,15,5.0,0.06,0.0,0.2,0.08,75.0,hot,Vegan
Cinnamon Dolce Latte,Short,Espresso,Soy,Whip,236 mL,170,8.0,3.5,0.2,20,65,19,1,16,5.0,0.1,0.0,0.2,0.08,75.0,hot,Vegan
Cinnamon Dolce Latte,Short,Espresso,Coconut,No Whip,236 mL,110,3.5,3.5,0.0,0,70,18,0,17,1.0,0.0,0.0,0.0,0.0,75.0,hot,Vegan
Cinnamon Dolce Latte,Short,Espresso,Coconut,Whip,236 mL,160,9.0,7.0,0.2,20,75,20,0,19,1.0,0.06,0.0,0.02,0.0,75.0,hot,Vegan
Cinnamon Dolce Latte,Tall,Espresso,Nonfat,No Whip,354 mL,160,0.2,0.1,0.0,5,110,31,0,30,9.0,0.15,0.0,0.3,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Tall,Espresso,Nonfat,Whip,354 mL,220,6.0,4.0,0.2,30,115,33,0,31,9.0,0.25,0.0,0.3,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Tall,Espresso,Whole,No Whip,354 mL,200,5.0,2.5,0.2,20,125,30,0,29,9.0,0.15,0.0,0.3,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Tall,Espresso,Whole,Whip,354 mL,270,11.0,6.0,0.3,45,130,32,0,31,9.0,0.2,0.02,0.3,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Tall,Espresso,Whole,No Whip,354 mL,230,8.0,5.0,0.3,25,110,30,0,29,8.0,0.1,0.0,0.25,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Tall,Espresso,Whole,Whip,354 mL,290,14.0,9.0,0.4,50,120,32,0,31,9.0,0.2,0.0,0.3,0.0,75.0,hot,Non Vegan
Cinnamon Dolce Latte,Tall,Espresso,Soy,No Whip,354 mL,170,4.0,0.5,0.0,0,95,26,1,23,7.0,0.1,0.0,0.3,0.15,75.0,hot,Vegan
Cinnamon Dolce Latte,Tall,Espresso,Soy,Whip,354 mL,240,10.0,4.5,0.2,20,100,28,1,25,8.0,0.15,0.0,0.3,0.15,75.0,hot,Vegan
Cinnamon Dolce Latte,Tall,Espresso,Coconut,No Whip,354 mL,160,6.0,6.0,0.0,0,110,27,0,26,1.0,0.0,0.0,0.0,0.0,75.0,hot,Vegan
Cinnamon Dolce Latte,Tall,Espresso,Coconut,Whip,354 mL,230,12.0,9.0,0.2,20,115,29,0,28,1.0,0.06,0.0,0.02,0.0,75.0,hot,Vegan
Cinnamon Dolce Latte,Grande,Espresso,Nonfat,No Whip,473 mL,210,0.3,0.2,0.0,5,135,40,0,38,11.0,0.2,0.0,0.35,0.0,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Grande,Espresso,Nonfat,Whip,473 mL,280,7.0,4.5,0.2,30,140,43,0,40,12.0,0.25,0.0,0.35,0.0,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Grande,Espresso,Whole,No Whip,473 mL,260,6.0,3.0,0.2,25,150,40,0,38,11.0,0.2,0.02,0.35,0.0,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Grande,Espresso,Whole,Whip,473 mL,330,13.0,8.0,0.4,50,160,42,0,40,12.0,0.25,0.02,0.35,0.0,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Grande,Espresso,Whole,No Whip,473 mL,300,10.0,6.0,0.3,30,140,40,0,38,11.0,0.15,0.0,0.35,0.0,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Grande,Espresso,Whole,Whip,473 mL,370,17.0,10.0,0.5,60,150,42,0,40,11.0,0.25,0.0,0.35,0.0,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Grande,Espresso,Soy,No Whip,473 mL,220,5.0,0.5,0.0,0,120,34,1,30,9.0,0.1,0.0,0.35,0.15,150.0,hot,Vegan
Cinnamon Dolce Latte,Grande,Espresso,Soy,Whip,473 mL,300,12.0,5.0,0.2,25,125,37,1,32,10.0,0.2,0.0,0.35,0.15,150.0,hot,Vegan
Cinnamon Dolce Latte,Grande,Espresso,Coconut,No Whip,473 mL,210,7.0,7.0,0.0,0,140,36,0,33,1.0,0.0,0.0,0.0,0.0,150.0,hot,Vegan
Cinnamon Dolce Latte,Grande,Espresso,Coconut,Whip,473 mL,290,14.0,11.0,0.2,25,150,38,0,36,2.0,0.08,0.0,0.02,0.0,150.0,hot,Vegan
Cinnamon Dolce Latte,Venti®,Espresso,Nonfat,No Whip,591 mL,270,0.3,0.2,0.0,10,180,51,0,49,15.0,0.25,0.0,0.45,0.0,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Venti®,Espresso,Nonfat,Whip,591 mL,340,7.0,4.5,0.2,35,190,54,0,51,15.0,0.35,0.0,0.5,0.02,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Venti®,Espresso,Whole,No Whip,591 mL,330,8.0,4.0,0.2,35,200,50,0,48,15.0,0.25,0.02,0.45,0.0,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Venti®,Espresso,Whole,Whip,591 mL,410,15.0,9.0,0.5,60,210,53,0,50,15.0,0.3,0.02,0.45,0.0,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Venti®,Espresso,Whole,No Whip,591 mL,380,14.0,8.0,0.4,40,180,50,0,48,14.0,0.2,0.0,0.45,0.0,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Venti®,Espresso,Whole,Whip,591 mL,450,21.0,12.0,0.5,70,190,53,0,50,14.0,0.3,0.0,0.45,0.02,150.0,hot,Non Vegan
Cinnamon Dolce Latte,Venti®,Espresso,Soy,No Whip,591 mL,280,6.0,1.0,0.0,0,160,43,2,38,12.0,0.15,0.0,0.45,0.2,150.0,hot,Vegan
Cinnamon Dolce Latte,Venti®,Espresso,Soy,Whip,591 mL,360,13.0,5.0,0.2,25,160,46,2,40,12.0,0.25,0.0,0.5,0.2,150.0,hot,Vegan
Cinnamon Dolce Latte,Venti®,Espresso,Coconut,No Whip,591 mL,270,10.0,9.0,0.0,0,180,45,0,42,2.0,0.0,0.0,0.0,0.0,150.0,hot,Vegan
Cinnamon Dolce Latte,Venti®,Espresso,Coconut,Whip,591 mL,350,17.0,14.0,0.2,25,190,47,0,45,2.0,0.08,0.0,0.02,0.0,150.0,hot,Vegan
Flat White,Short,Espresso,Nonfat,,236 mL,60,0.1,0.1,0.0,5,70,9,0,8,6.0,0.1,0.0,0.2,0.0,130.0,hot,Non Vegan
Flat White,Short,Espresso,Whole,,236 mL,90,3.5,2.0,0.1,15,80,9,0,8,6.0,0.1,0.0,0.2,0.0,130.0,hot,Non Vegan
Flat White,Short,Espresso,Whole,,236 mL,110,5.0,3.0,0.2,15,70,9,0,8,6.0,0.08,0.0,0.15,0.0,130.0,hot,Non Vegan
Flat White,Short,Espresso,Soy,,236 mL,70,2.5,0.3,0.0,0,65,6,1,4,5.0,0.06,0.0,0.2,0.08,130.0,hot,Vegan
Flat White,Short,Espresso,Coconut,,236 mL,60,4.0,3.5,0.0,0,70,7,0,5,1.0,0.0,0.0,0.0,0.0,130.0,hot,Vegan
Flat White,Tall,Espresso,Nonfat,,354 mL,100,0.2,0.2,0.0,5,115,15,0,13,10.0,0.15,0.0,0.3,0.0,130.0,hot,Non Vegan
Flat White,Tall,Espresso,Whole,,354 mL,140,5.0,3.5,0.2,20,130,14,0,13,9.0,0.15,0.0,0.3,0.0,130.0,hot,Non Vegan
Flat White,Tall,Espresso,Whole,,354 mL,170,9.0,5.0,0.3,25,115,14,0,13,9.0,0.15,0.0,0.3,0.0,130.0,hot,Non Vegan
Flat White,Tall,Espresso,Soy,,354 mL,110,4.0,0.5,0.0,0,100,10,1,6,8.0,0.1,0.0,0.3,0.15,130.0,hot,Vegan
Flat White,Tall,Espresso,Coconut,,354 mL,100,6.0,6.0,0.0,0,110,11,0,9,1.0,0.0,0.0,0.0,0.0,130.0,hot,Vegan
Flat White,Grande,Espresso,Nonfat,,473 mL,130,0.3,0.2,0.0,5,150,19,0,17,12.0,0.2,0.0,0.4,0.0,195.0,hot,Non Vegan
Flat White,Grande,Espresso,Whole,,473 mL,180,7.0,4.5,0.3,30,160,18,0,17,12.0,0.2,0.02,0.4,0.0,195.0,hot,Non Vegan
Flat White,Grande,Espresso,Whole,,473 mL,220,11.0,7.0,0.3,35,150,18,0,17,12.0,0.15,0.0,0.35,0.0,195.0,hot,Non Vegan
Flat White,Grande,Espresso,Soy,,473 mL,150,5.0,0.5,0.0,0,130,13,1,8,10.0,0.15,0.0,0.4,0.2,195.0,hot,Vegan
Flat White,Grande,Espresso,Coconut,,473 mL,130,8.0,7.0,0.0,0,140,14,0,11,1.0,0.0,0.0,0.0,0.0,195.0,hot,Vegan
Flat White,Venti®,Espresso,Nonfat,,591 mL,170,0.4,0.3,0.0,10,190,24,0,23,16.0,0.3,0.0,0.5,0.0,195.0,hot,Non Vegan
Flat White,Venti®,Espresso,Whole,,591 mL,240,9.0,6.0,0.4,35,220,24,0,22,16.0,0.25,0.02,0.5,0.0,195.0,hot,Non Vegan
Flat White,Venti®,Espresso,Whole,,591 mL,290,15.0,9.0,0.4,45,200,24,0,22,15.0,0.2,0.0,0.45,0.0,195.0,hot,Non Vegan
Flat White,Venti®,Espresso,Soy,,591 mL,190,7.0,1.0,0.0,0,170,16,2,11,13.0,0.2,0.0,0.5,0.25,195.0,hot,Vegan
Flat White,Venti®,Espresso,Coconut,,591 mL,170,10.0,10.0,0.0,0,190,18,0,15,2.0,0.0,0.0,0.0,0.0,195.0,hot,Vegan
Latte Macchiato,Short,Espresso,Nonfat,,236 mL,60,0.1,0.1,0.0,5,70,10,0,8,6.0,0.1,0.0,0.2,0.0,150.0,hot,Non Vegan
Latte Macchiato,Short,Espresso,Whole,,236 mL,90,3.5,2.0,0.1,15,80,9,0,8,6.0,0.1,0.0,0.2,0.0,150.0,hot,Non Vegan
Latte Macchiato,Short,Espresso,Whole,,236 mL,110,5.0,3.0,0.2,15,70,9,0,8,6.0,0.08,0.0,0.15,0.0,150.0,hot,Non Vegan
Latte Macchiato,Short,Espresso,Soy,,236 mL,70,2.5,0.3,0.0,0,60,7,1,4,5.0,0.06,0.0,0.2,0.08,150.0,hot,Vegan
Latte Macchiato,Short,Espresso,Coconut,,236 mL,70,3.5,3.5,0.0,0,70,7,0,5,1.0,0.0,0.0,0.0,0.0,150.0,hot,Vegan
Latte Macchiato,Tall,Espresso,Nonfat,,354 mL,100,0.2,0.2,0.0,5,115,15,0,13,10.0,0.15,0.0,0.3,0.0,150.0,hot,Non Vegan
Latte Macchiato,Tall,Espresso,Whole,,354 mL,140,5.0,3.5,0.2,20,130,15,0,13,9.0,0.15,0.0,0.3,0.0,150.0,hot,Non Vegan
